node_ids timestamps
4 320.0
4 386.0
4 456.0
4 514.0
4 584.0
4 646.0
4 722.0
4 784.0
4 850.0
4 910.0
4 980.0
4 1051.0
4 1134.0
4 1202.0
4 1271.0
4 1328.0
4 1389.0
4 1477.0
4 1558.0
4 1626.0
4 1683.0
4 1747.0
4 1816.0
4 1878.0
4 1937.0
4 1994.0
4 2061.0
4 2127.0
4 2202.0
4 2290.0
4 2351.0
4 2422.0
4 2480.0
4 2536.0
4 2587.0
4 2656.0
4 2725.0
4 2795.0
4 2868.0
4 2945.0
4 3010.0
4 3078.0
4 3140.0
4 3200.0
4 3271.0
4 3325.0
4 3383.0
4 3437.0
4 3504.0
4 3559.0
4 3626.0
4 3683.0
4 3762.0
4 3826.0
4 3889.0
4 3945.0
4 4010.0
4 4079.0
4 4142.0
4 4199.0
4 4257.0
4 4328.0
4 4398.0
4 4477.0
4 4559.0
4 4627.0
4 4692.0
4 4767.0
4 4839.0
4 4912.0
4 4975.0
4 5049.0
4 5114.0
4 5170.0
4 5245.0
4 5310.0
4 5377.0
4 5455.0
4 5515.0
4 5578.0
4 5640.0
4 5705.0
4 5772.0
4 5841.0
4 5910.0
4 5977.0
4 6051.0
4 7001.0
4 8079.0
4 8178.0
4 8232.0
4 8301.0
4 8369.0
4 8436.0
4 8509.0
4 8586.0
4 8653.0
4 8714.0
4 8777.0
4 8856.0
4 8926.0
4 8999.0
4 9053.0
4 9122.0
4 9192.0
4 9275.0
4 9352.0
4 9417.0
4 9476.0
4 9545.0
4 9593.0
4 9665.0
4 9727.0
4 9793.0
4 9860.0
4 9923.0
4 9981.0
5 65.0
5 126.0
5 192.0
5 262.0
5 337.0
5 413.0
5 476.0
5 527.0
5 604.0
5 663.0
5 734.0
5 795.0
5 844.0
5 902.0
5 977.0
5 1054.0
5 1111.0
5 1182.0
5 1250.0
5 1300.0
5 1357.0
5 1417.0
5 1496.0
5 1564.0
5 1636.0
5 1692.0
5 1753.0
5 1819.0
5 1895.0
5 1966.0
5 2058.0
5 2122.0
5 2194.0
5 2260.0
5 2327.0
5 2385.0
5 2445.0
5 2503.0
5 2580.0
5 2640.0
5 2692.0
5 2768.0
5 2836.0
5 2907.0
5 2976.0
5 3030.0
5 3099.0
5 3167.0
5 3257.0
5 3325.0
5 3394.0
5 3462.0
5 3531.0
5 3607.0
5 3676.0
5 3749.0
5 3801.0
5 3862.0
5 3934.0
5 3992.0
5 4070.0
5 4128.0
5 4186.0
5 4264.0
5 4327.0
5 4392.0
5 4463.0
5 4535.0
5 4592.0
5 4662.0
5 4719.0
5 4778.0
5 4854.0
5 4904.0
5 4977.0
5 5046.0
5 5105.0
5 5165.0
5 5232.0
5 5290.0
5 5361.0
5 5420.0
5 5491.0
5 5557.0
5 5615.0
5 5679.0
5 5743.0
5 5815.0
5 5873.0
5 5936.0
5 6007.0
5 6062.0
5 7051.0
5 8059.0
5 8164.0
5 8230.0
5 8306.0
5 8379.0
5 8456.0
5 8521.0
5 8589.0
5 8663.0
5 8731.0
5 8799.0
5 8862.0
5 8927.0
5 8991.0
5 9057.0
5 9128.0
5 9201.0
5 9275.0
5 9356.0
5 9425.0
5 9501.0
5 9563.0
5 9622.0
5 9677.0
5 9739.0
5 9799.0
5 9871.0
5 9931.0
6 69.0
6 131.0
6 187.0
6 255.0
6 328.0
6 387.0
6 459.0
6 540.0
6 621.0
6 693.0
6 765.0
6 812.0
6 878.0
6 953.0
6 1019.0
6 1080.0
6 1144.0
6 1210.0
6 1280.0
6 1336.0
6 1403.0
6 1465.0
6 1540.0
6 1610.0
6 1702.0
6 1760.0
6 1823.0
6 1887.0
6 1942.0
6 1995.0
6 2049.0
6 2108.0
6 2163.0
6 2242.0
6 2323.0
6 2384.0
6 2454.0
6 2520.0
6 2587.0
6 2640.0
6 2708.0
6 2795.0
6 2862.0
6 2934.0
6 3016.0
6 3096.0
6 3154.0
6 3215.0
6 3276.0
6 3347.0
6 3418.0
6 3495.0
6 3552.0
6 3614.0
6 3690.0
6 3770.0
6 3831.0
6 3915.0
6 3971.0
6 4040.0
6 4113.0
6 4190.0
6 4280.0
6 4349.0
6 4403.0
6 4475.0
6 4531.0
6 4597.0
6 4672.0
6 4731.0
6 4796.0
6 4857.0
6 4911.0
6 4962.0
6 5039.0
6 5114.0
6 5182.0
6 5248.0
6 5309.0
6 5382.0
6 5460.0
6 5526.0
6 5580.0
6 5651.0
6 5727.0
6 5780.0
6 5841.0
6 5903.0
6 5956.0
6 6021.0
6 7053.0
6 8171.0
6 8237.0
6 8307.0
6 8367.0
6 8429.0
6 8487.0
6 8564.0
6 8625.0
6 8692.0
6 8741.0
6 8815.0
6 8875.0
6 8952.0
6 9015.0
6 9064.0
6 9127.0
6 9182.0
6 9232.0
6 9296.0
6 9379.0
6 9448.0
6 9513.0
6 9588.0
6 9656.0
6 9707.0
6 9763.0
6 9842.0
6 9914.0
6 9980.0
7 85.0
7 144.0
7 223.0
7 297.0
7 354.0
7 408.0
7 479.0
7 534.0
7 609.0
7 669.0
7 739.0
7 803.0
7 864.0
7 930.0
7 1000.0
7 1062.0
7 1127.0
7 1196.0
7 1271.0
7 1352.0
7 1421.0
7 1487.0
7 1541.0
7 1609.0
7 1676.0
7 1746.0
7 1801.0
7 1858.0
7 1935.0
7 1992.0
7 2054.0
7 2126.0
7 2193.0
7 2257.0
7 2317.0
7 2390.0
7 2454.0
7 2518.0
7 2577.0
7 2650.0
7 2705.0
7 2764.0
7 2824.0
7 2892.0
7 2949.0
7 3009.0
7 3084.0
7 3155.0
7 3231.0
7 3314.0
7 3380.0
7 3436.0
7 3497.0
7 3574.0
7 3658.0
7 3723.0
7 3797.0
7 3849.0
7 3918.0
7 3993.0
7 4057.0
7 4130.0
7 4196.0
7 4268.0
7 4324.0
7 4395.0
7 4455.0
7 4524.0
7 4610.0
7 4682.0
7 4745.0
7 4818.0
7 4885.0
7 4951.0
7 5016.0
7 5090.0
7 5157.0
7 5225.0
7 5281.0
7 5354.0
7 5426.0
7 5506.0
7 5583.0
7 5649.0
7 5708.0
7 5777.0
7 5854.0
7 5921.0
7 5981.0
7 6041.0
7 7050.0
7 8060.0
7 8178.0
7 8236.0
7 8304.0
7 8377.0
7 8438.0
7 8519.0
7 8577.0
7 8647.0
7 8715.0
7 8792.0
7 8852.0
7 8929.0
7 9005.0
7 9077.0
7 9149.0
7 9207.0
7 9278.0
7 9347.0
7 9423.0
7 9502.0
7 9583.0
7 9637.0
7 9709.0
7 9783.0
7 9841.0
7 9909.0
7 9966.0
8 64.0
8 132.0
8 203.0
8 266.0
8 331.0
8 389.0
8 451.0
8 516.0
8 595.0
8 675.0
8 729.0
8 789.0
8 845.0
8 902.0
8 964.0
8 1033.0
8 1101.0
8 1156.0
8 1221.0
8 1285.0
8 1347.0
8 1415.0
8 1482.0
8 1545.0
8 1598.0
8 1659.0
8 1731.0
8 1785.0
8 1848.0
8 1921.0
8 1995.0
8 2060.0
8 2138.0
8 2207.0
8 2280.0
8 2359.0
8 2422.0
8 2483.0
8 2563.0
8 2627.0
8 2697.0
8 2761.0
8 2817.0
8 2878.0
8 2949.0
8 3005.0
8 3070.0
8 3141.0
8 3210.0
8 3265.0
8 3324.0
8 3386.0
8 3444.0
8 3522.0
8 3593.0
8 3654.0
8 3717.0
8 3795.0
8 3864.0
8 3924.0
8 3987.0
8 4065.0
8 4139.0
8 4207.0
8 4273.0
8 4323.0
8 4393.0
8 4455.0
8 4522.0
8 4597.0
8 4657.0
8 4730.0
8 4784.0
8 4854.0
8 4926.0
8 4987.0
8 5062.0
8 5129.0
8 5196.0
8 5262.0
8 5326.0
8 5393.0
8 5466.0
8 5526.0
8 5597.0
8 5662.0
8 5711.0
8 5770.0
8 5828.0
8 5890.0
8 5945.0
8 5999.0
8 6066.0
8 7049.0
8 8024.0
8 8168.0
8 8242.0
8 8318.0
8 8397.0
8 8472.0
8 8526.0
8 8586.0
8 8647.0
8 8706.0
8 8784.0
8 8843.0
8 8916.0
8 9001.0
8 9060.0
8 9129.0
8 9206.0
8 9277.0
8 9351.0
8 9411.0
8 9476.0
8 9532.0
8 9595.0
8 9658.0
8 9725.0
8 9790.0
8 9860.0
8 9931.0
9 65.0
9 139.0
9 203.0
9 265.0
9 332.0
9 390.0
9 475.0
9 528.0
9 595.0
9 665.0
9 745.0
9 839.0
9 899.0
9 963.0
9 1025.0
9 1095.0
9 1157.0
9 1211.0
9 1267.0
9 1340.0
9 1394.0
9 1461.0
9 1525.0
9 1591.0
9 1657.0
9 1741.0
9 1821.0
9 1888.0
9 1960.0
9 2026.0
9 2108.0
9 2174.0
9 2240.0
9 2323.0
9 2387.0
9 2454.0
9 2532.0
9 2581.0
9 2636.0
9 2704.0
9 2783.0
9 2846.0
9 2916.0
9 3000.0
9 3062.0
9 3128.0
9 3180.0
9 3247.0
9 3313.0
9 3385.0
9 3443.0
9 3514.0
9 3592.0
9 3670.0
9 3736.0
9 3792.0
9 3850.0
9 3917.0
9 3990.0
9 4061.0
9 4117.0
9 4177.0
9 4252.0
9 4323.0
9 4393.0
9 4456.0
9 4515.0
9 4596.0
9 4649.0
9 4725.0
9 4807.0
9 4869.0
9 4943.0
9 5011.0
9 5072.0
9 5139.0
9 5207.0
9 5286.0
9 5346.0
9 5406.0
9 5477.0
9 5555.0
9 5615.0
9 5677.0
9 5748.0
9 5822.0
9 5887.0
9 5959.0
9 6038.0
9 7066.0
9 8070.0
9 8184.0
9 8252.0
9 8320.0
9 8383.0
9 8451.0
9 8506.0
9 8578.0
9 8648.0
9 8711.0
9 8772.0
9 8838.0
9 8894.0
9 8969.0
9 9053.0
9 9111.0
9 9184.0
9 9256.0
9 9315.0
9 9383.0
9 9456.0
9 9520.0
9 9583.0
9 9653.0
9 9719.0
9 9785.0
9 9850.0
9 9917.0
9 9999.0
10 71.0
10 126.0
10 194.0
10 249.0
10 317.0
10 393.0
10 457.0
10 525.0
10 593.0
10 661.0
10 730.0
10 790.0
10 862.0
10 920.0
10 1011.0
10 1084.0
10 1146.0
10 1214.0
10 1269.0
10 1319.0
10 1395.0
10 1477.0
10 1538.0
10 1596.0
10 1672.0
10 1717.0
10 1785.0
10 1850.0
10 1915.0
10 1996.0
10 2058.0
10 2131.0
10 2199.0
10 2277.0
10 2345.0
10 2407.0
10 2471.0
10 2538.0
10 2603.0
10 2666.0
10 2735.0
10 2808.0
10 2878.0
10 2939.0
10 3022.0
10 3083.0
10 3151.0
10 3217.0
10 3282.0
10 3358.0
10 3431.0
10 3501.0
10 3562.0
10 3632.0
10 3702.0
10 3787.0
10 3853.0
10 3921.0
10 3990.0
10 4057.0
10 4121.0
10 4195.0
10 4266.0
10 4332.0
10 4391.0
10 4458.0
10 4536.0
10 4599.0
10 4656.0
10 4718.0
10 4784.0
10 4851.0
10 4913.0
10 4978.0
10 5052.0
10 5126.0
10 5181.0
10 5247.0
10 5305.0
10 5365.0
10 5439.0
10 5518.0
10 5592.0
10 5671.0
10 5731.0
10 5813.0
10 5889.0
10 5943.0
10 6010.0
10 6068.0
10 7067.0
10 8052.0
10 8181.0
10 8256.0
10 8312.0
10 8383.0
10 8442.0
10 8520.0
10 8591.0
10 8639.0
10 8702.0
10 8776.0
10 8842.0
10 8890.0
10 8936.0
10 8998.0
10 9064.0
10 9131.0
10 9206.0
10 9272.0
10 9320.0
10 9381.0
10 9447.0
10 9515.0
10 9588.0
10 9651.0
10 9721.0
10 9789.0
10 9857.0
10 9934.0
11 68.0
11 124.0
11 198.0
11 281.0
11 363.0
11 416.0
11 488.0
11 548.0
11 616.0
11 671.0
11 743.0
11 811.0
11 879.0
11 937.0
11 995.0
11 1059.0
11 1126.0
11 1187.0
11 1254.0
11 1327.0
11 1396.0
11 1454.0
11 1519.0
11 1581.0
11 1650.0
11 1717.0
11 1786.0
11 1861.0
11 1932.0
11 1994.0
11 2050.0
11 2104.0
11 2150.0
11 2210.0
11 2285.0
11 2338.0
11 2408.0
11 2476.0
11 2557.0
11 2627.0
11 2687.0
11 2751.0
11 2828.0
11 2900.0
11 2964.0
11 3037.0
11 3104.0
11 3163.0
11 3225.0
11 3307.0
11 3366.0
11 3441.0
11 3495.0
11 3563.0
11 3630.0
11 3682.0
11 3750.0
11 3827.0
11 3889.0
11 3956.0
11 4016.0
11 4082.0
11 4141.0
11 4209.0
11 4280.0
11 4335.0
11 4398.0
11 4470.0
11 4547.0
11 4624.0
11 4696.0
11 4774.0
11 4831.0
11 4909.0
11 4974.0
11 5047.0
11 5122.0
11 5190.0
11 5257.0
11 5305.0
11 5366.0
11 5419.0
11 5477.0
11 5539.0
11 5611.0
11 5661.0
11 5725.0
11 5809.0
11 5880.0
11 5951.0
11 6008.0
11 7118.0
11 8168.0
11 8218.0
11 8277.0
11 8353.0
11 8413.0
11 8493.0
11 8564.0
11 8639.0
11 8704.0
11 8791.0
11 8866.0
11 8922.0
11 8995.0
11 9069.0
11 9141.0
11 9206.0
11 9261.0
11 9331.0
11 9399.0
11 9473.0
11 9551.0
11 9626.0
11 9685.0
11 9742.0
11 9818.0
11 9883.0
11 9944.0
12 59.0
12 123.0
12 184.0
12 245.0
12 319.0
12 396.0
12 467.0
12 538.0
12 600.0
12 652.0
12 711.0
12 786.0
12 849.0
12 900.0
12 954.0
12 1016.0
12 1100.0
12 1161.0
12 1227.0
12 1287.0
12 1345.0
12 1412.0
12 1477.0
12 1542.0
12 1602.0
12 1668.0
12 1732.0
12 1804.0
12 1879.0
12 1949.0
12 2010.0
12 2075.0
12 2148.0
12 2213.0
12 2280.0
12 2346.0
12 2431.0
12 2493.0
12 2572.0
12 2644.0
12 2711.0
12 2774.0
12 2858.0
12 2921.0
12 2982.0
12 3048.0
12 3124.0
12 3195.0
12 3252.0
12 3322.0
12 3370.0
12 3452.0
12 3516.0
12 3580.0
12 3658.0
12 3732.0
12 3798.0
12 3863.0
12 3931.0
12 4001.0
12 4066.0
12 4125.0
12 4192.0
12 4257.0
12 4329.0
12 4401.0
12 4473.0
12 4536.0
12 4598.0
12 4674.0
12 4738.0
12 4796.0
12 4853.0
12 4928.0
12 4987.0
12 5040.0
12 5124.0
12 5194.0
12 5254.0
12 5309.0
12 5378.0
12 5431.0
12 5505.0
12 5585.0
12 5645.0
12 5725.0
12 5789.0
12 5846.0
12 5908.0
12 5968.0
12 6041.0
12 7133.0
12 8087.0
12 8190.0
12 8261.0
12 8342.0
12 8413.0
12 8486.0
12 8545.0
12 8605.0
12 8659.0
12 8726.0
12 8798.0
12 8870.0
12 8938.0
12 9007.0
12 9057.0
12 9129.0
12 9179.0
12 9246.0
12 9307.0
12 9361.0
12 9430.0
12 9499.0
12 9561.0
12 9620.0
12 9689.0
12 9759.0
12 9827.0
12 9885.0
12 9946.0
13 64.0
13 131.0
13 196.0
13 262.0
13 330.0
13 401.0
13 474.0
13 542.0
13 608.0
13 677.0
13 752.0
13 820.0
13 883.0
13 935.0
13 996.0
13 1076.0
13 1158.0
13 1219.0
13 1285.0
13 1357.0
13 1425.0
13 1496.0
13 1556.0
13 1630.0
13 1704.0
13 1772.0
13 1835.0
13 1896.0
13 1963.0
13 2039.0
13 2106.0
13 2166.0
13 2236.0
13 2300.0
13 2372.0
13 2433.0
13 2483.0
13 2549.0
13 2617.0
13 2684.0
13 2748.0
13 2809.0
13 2883.0
13 2952.0
13 3023.0
13 3085.0
13 3161.0
13 3234.0
13 3296.0
13 3367.0
13 3431.0
13 3509.0
13 3578.0
13 3649.0
13 3712.0
13 3769.0
13 3855.0
13 3920.0
13 3992.0
13 4069.0
13 4134.0
13 4196.0
13 4270.0
13 4333.0
13 4393.0
13 4466.0
13 4545.0
13 4610.0
13 4663.0
13 4726.0
13 4796.0
13 4849.0
13 4912.0
13 4968.0
13 5017.0
13 5085.0
13 5164.0
13 5221.0
13 5289.0
13 5345.0
13 5413.0
13 5493.0
13 5565.0
13 5617.0
13 5690.0
13 5761.0
13 5821.0
13 5885.0
13 5956.0
13 6024.0
13 7138.0
13 8096.0
13 8181.0
13 8234.0
13 8299.0
13 8373.0
13 8448.0
13 8516.0
13 8588.0
13 8668.0
13 8723.0
13 8786.0
13 8859.0
13 8936.0
13 9011.0
13 9078.0
13 9147.0
13 9209.0
13 9274.0
13 9327.0
13 9384.0
13 9439.0
13 9492.0
13 9566.0
13 9624.0
13 9703.0
13 9771.0
13 9835.0
13 9893.0
13 9959.0
14 70.0
14 141.0
14 205.0
14 266.0
14 336.0
14 401.0
14 473.0
14 552.0
14 621.0
14 676.0
14 741.0
14 800.0
14 854.0
14 913.0
14 988.0
14 1061.0
14 1124.0
14 1184.0
14 1238.0
14 1312.0
14 1391.0
14 1466.0
14 1538.0
14 1610.0
14 1679.0
14 1749.0
14 1806.0
14 1858.0
14 1940.0
14 2020.0
14 2090.0
14 2142.0
14 2204.0
14 2275.0
14 2344.0
14 2411.0
14 2473.0
14 2550.0
14 2619.0
14 2678.0
14 2735.0
14 2805.0
14 2862.0
14 2938.0
14 3010.0
14 3075.0
14 3145.0
14 3206.0
14 3273.0
14 3342.0
14 3407.0
14 3476.0
14 3548.0
14 3608.0
14 3672.0
14 3742.0
14 3825.0
14 3880.0
14 3925.0
14 3989.0
14 4055.0
14 4142.0
14 4204.0
14 4279.0
14 4352.0
14 4418.0
14 4483.0
14 4542.0
14 4609.0
14 4674.0
14 4735.0
14 4801.0
14 4863.0
14 4939.0
14 5015.0
14 5070.0
14 5133.0
14 5199.0
14 5267.0
14 5330.0
14 5395.0
14 5452.0
14 5500.0
14 5569.0
14 5612.0
14 5681.0
14 5761.0
14 5839.0
14 5900.0
14 5986.0
14 6054.0
14 7086.0
14 8085.0
14 8172.0
14 8245.0
14 8302.0
14 8380.0
14 8454.0
14 8501.0
14 8562.0
14 8635.0
14 8716.0
14 8784.0
14 8846.0
14 8913.0
14 8978.0
14 9049.0
14 9129.0
14 9191.0
14 9260.0
14 9336.0
14 9391.0
14 9447.0
14 9516.0
14 9585.0
14 9644.0
14 9708.0
14 9777.0
14 9835.0
14 9895.0
14 9962.0
15 69.0
15 142.0
15 231.0
15 296.0
15 365.0
15 439.0
15 512.0
15 580.0
15 643.0
15 711.0
15 772.0
15 829.0
15 907.0
15 968.0
15 1043.0
15 1102.0
15 1165.0
15 1234.0
15 1294.0
15 1363.0
15 1435.0
15 1495.0
15 1557.0
15 1615.0
15 1689.0
15 1779.0
15 1829.0
15 1901.0
15 1973.0
15 2037.0
15 2120.0
15 2178.0
15 2248.0
15 2329.0
15 2391.0
15 2456.0
15 2524.0
15 2574.0
15 2628.0
15 2696.0
15 2757.0
15 2809.0
15 2880.0
15 2948.0
15 3012.0
15 3078.0
15 3152.0
15 3204.0
15 3270.0
15 3342.0
15 3413.0
15 3479.0
15 3542.0
15 3609.0
15 3667.0
15 3728.0
15 3784.0
15 3855.0
15 3914.0
15 3984.0
15 4068.0
15 4125.0
15 4194.0
15 4256.0
15 4318.0
15 4374.0
15 4442.0
15 4508.0
15 4576.0
15 4629.0
15 4686.0
15 4758.0
15 4821.0
15 4888.0
15 4958.0
15 5028.0
15 5095.0
15 5167.0
15 5229.0
15 5301.0
15 5366.0
15 5439.0
15 5494.0
15 5549.0
15 5617.0
15 5681.0
15 5740.0
15 5812.0
15 5867.0
15 5934.0
15 6017.0
15 7130.0
15 8161.0
15 8228.0
15 8299.0
15 8359.0
15 8430.0
15 8500.0
15 8559.0
15 8623.0
15 8688.0
15 8749.0
15 8810.0
15 8890.0
15 8964.0
15 9020.0
15 9073.0
15 9146.0
15 9190.0
15 9244.0
15 9301.0
15 9364.0
15 9450.0
15 9513.0
15 9572.0
15 9633.0
15 9695.0
15 9762.0
15 9824.0
15 9889.0
15 9963.0
16 76.0
16 147.0
16 210.0
16 270.0
16 334.0
16 401.0
16 469.0
16 546.0
16 621.0
16 700.0
16 762.0
16 840.0
16 905.0
16 968.0
16 1028.0
16 1098.0
16 1157.0
16 1237.0
16 1296.0
16 1353.0
16 1421.0
16 1479.0
16 1549.0
16 1610.0
16 1671.0
16 1738.0
16 1808.0
16 1881.0
16 1938.0
16 2010.0
16 2068.0
16 2127.0
16 2186.0
16 2247.0
16 2311.0
16 2384.0
16 2451.0
16 2493.0
16 2561.0
16 2633.0
16 2689.0
16 2756.0
16 2808.0
16 2877.0
16 2949.0
16 3021.0
16 3087.0
16 3162.0
16 3236.0
16 3294.0
16 3377.0
16 3454.0
16 3504.0
16 3580.0
16 3662.0
16 3728.0
16 3788.0
16 3853.0
16 3925.0
16 4002.0
16 4062.0
16 4136.0
16 4201.0
16 4277.0
16 4341.0
16 4417.0
16 4475.0
16 4548.0
16 4612.0
16 4670.0
16 4744.0
16 4802.0
16 4864.0
16 4932.0
16 4998.0
16 5063.0
16 5120.0
16 5179.0
16 5253.0
16 5317.0
16 5383.0
16 5468.0
16 5546.0
16 5612.0
16 5681.0
16 5744.0
16 5797.0
16 5865.0
16 5921.0
16 5993.0
16 6052.0
16 7054.0
16 8048.0
16 8175.0
16 8239.0
16 8314.0
16 8382.0
16 8447.0
16 8506.0
16 8564.0
16 8617.0
16 8675.0
16 8738.0
16 8802.0
16 8867.0
